,X2,name,Plate,well_type,wga_cp,wgs_run_id,raw_read_count,final_assembly_length,max_contig_length,gc_content,checkM_estimated_completeness,total_CDS_count,hypothetical_cds_fraction,average_cds_length,number_multi_copy,checkM_classification,SSU_classification_1,SSU_classification_2,SSU_classification_3,notes,eventnum,well2,X531.40..488.,X572.27..488.,X692.40..488.,Trigger.Pulse.Width,SSC,FSC,estimated_diameter,PCA_analysis_Action,PCA_analysis_Note,Location,Sample_collection_Date,FACS_date,gate,depth..m.,sample,slope,intercept,normalized_531_value,Predicted_respiration_rate_fmol_O2perhr,lower_resp_bound,upper_resp_bound,SAG,GTDB_classification,GTDBtk_classification
2293,C22,AH-548-C22,AH-548,1 cell,1.731139275,190129_NB502014_0098_AHFCWLAFXY,273558,743534,30871,49.30252013,17.89,631.0,0.464342314,1012.591125,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSUs were classified,,,,453160,C22,165.17965049999998,15.09287491,6.079593076,8107,44.08462079,84.48076006,0.68,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-C22,0.037219999999999996,-0.23823000000000003,5.9097599999999995,,,,AH-548-C22,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2294,D03,AH-548-D03,AH-548,1 cell,1.321122831,190129_NB502014_0098_AHFCWLAFXY,237608,1438688,56042,51.48760537,15.48,1154.0,0.548526863,1007.7772960000001,0,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula,k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Rubripirellula;s__?,,,,595730,D03,99.56527788,5.382165292000001,2.975162848,11029,108.3555284,460.47706889999995,1.32,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D03,0.037219999999999996,-0.23823000000000003,3.46759,,,,AH-548-D03,Rubripirellula,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__
2295,D04,AH-548-D04,AH-548,1 cell,1.62133831,190129_NB502014_0098_AHFCWLAFXY,192856,466880,32975,53.89329164,4.17,424.0,0.5377358489999999,967.3136792000001,0,NA;unresolved,no SSU regions found,,,,586858,D04,431.5287802,33.31532413,8.531595832999999,8941,66.83627035,175.14921819999998,0.91,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D04,0.037219999999999996,-0.23823000000000003,15.8233,,,,,Unclassified,Unclassified
2296,D05,AH-548-D05,AH-548,1 cell,1.919849876,190129_NB502014_0098_AHFCWLAFXY,237540,382339,29172,55.09063946,9.31,393.0,0.524173028,789.5038168,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium,no SSU regions found,,,,581825,D05,123.81505,9.206855523,1.028795608,9220,142.2378361,204.8624689,0.96,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,4.37017,,,,AH-548-D05,UBA1321,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA1321;g__;s__
2297,D06,AH-548-D06,AH-548,1 cell,1.441791504,190129_NB502014_0098_AHFCWLAFXY,144597,700999,66254,47.4554172,4.17,568.0,0.554577465,933.6161972000001,0,NA;unresolved,k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__?,,,,573667,D06,149.5983343,13.04420095,5.216103394,10470,114.92772360000001,379.4037005,1.22,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,5.32982,,,,,Unclassified,Unclassified
2298,D07,AH-548-D07,AH-548,1 cell,1.826609348,190129_NB502014_0098_AHFCWLAFXY,149748,261578,55204,54.41703813,8.62,267.0,0.48689138600000004,862.0898876,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSU regions found,,,,566735,D07,108.6147162,7.726814537999999,1.9312017069999998,8466,82.11617488,105.5449601,0.75,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D07,0.037219999999999996,-0.23823000000000003,3.80441,,,,,Unclassified,Unclassified
2299,D08,AH-548-D08,AH-548,1 cell,1.548472006,190129_NB502014_0098_AHFCWLAFXY,173219,730310,107996,48.61976421,18.97,601.0,0.485856905,1020.12812,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,561694,D08,327.2137484,26.59154998,3.089357474,8609,36.15484499,150.8015348,0.86,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D08,0.037219999999999996,-0.23823000000000003,11.9407,,,,AH-548-D08,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2300,D09,AH-548-D09,AH-548,1 cell,1.581389504,190129_NB502014_0098_AHFCWLAFXY,253975,1291600,29179,50.82440384,15.17,1073.0,0.5703634670000001,991.3122088,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula,no SSU regions found,,,,556325,D09,402.0768622,30.06265575,18.59555649,10856,75.77336978,639.6895237000001,1.5,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D09,0.037219999999999996,-0.23823000000000003,14.7271,,,,AH-548-D09,UBA2970,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA2970;s__
2301,D10,AH-548-D10,AH-548,1 cell,1.648941987,190129_NB502014_0098_AHFCWLAFXY,210330,561762,58881,49.16672897,19.66,470.0,0.512765957,1000.151064,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSU regions found,,,,552043,D10,352.4180189,33.791587400000004,8.547197326000001,8622,43.05595268,137.11499780000003,0.83,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D10,0.037219999999999996,-0.23823000000000003,12.8788,,,,AH-548-D10,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2302,D11,AH-548-D11,AH-548,1 cell,2.127252584,190129_NB502014_0098_AHFCWLAFXY,214078,364239,46936,49.21136946,2.08,308.0,0.568181818,1003.941558,0,NA;unresolved,no SSU regions found,,,,541967,D11,322.91947539999995,29.78091166,8.91401257,9042,39.86446477,155.23119609999998,0.87,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D11,0.037219999999999996,-0.23823000000000003,11.7808,,,,,Unclassified,Unclassified
2303,D13,AH-548-D13,AH-548,1 cell,2.430366468,190129_NB502014_0098_AHFCWLAFXY,529472,49453,27622,35.63383415,0.0,68.0,0.9117647059999999,674.0882353,0,NA;unresolved,no SSU regions found,,,,536315,D13,65.9869428,4.50998196,11.68495255,9086,126.77316809999999,113.9947277,0.77,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,2.2178,,,,,Unclassified,Unclassified
2304,D15,AH-548-D15,AH-548,1 cell,1.933815377,190129_NB502014_0098_AHFCWLAFXY,394641,636281,66660,48.79809392,10.34,543.0,0.5395948429999999,942.6132597000001,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSU regions found,,,,518366,D15,444.64176560000004,37.311128000000004,14.88224525,9889,87.03566775,235.84117450000002,1.02,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D15,0.037219999999999996,-0.23823000000000003,16.3113,,,,,Unclassified,Unclassified
2305,D16,AH-548-D16,AH-548,1 cell,2.079335381,190129_NB502014_0098_AHFCWLAFXY,249773,304332,33205,50.4435945,10.79,276.0,0.518115942,995.4891303999999,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae,no SSU regions found,,,,512387,D16,46.33333431,3.0604043360000004,2.11443974,8966,89.35335006,97.62543641,0.72,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.4863,,,,AH-548-D16,UA16,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__
2306,D17,AH-548-D17,AH-548,1 cell,2.375840291,190129_NB502014_0098_AHFCWLAFXY,332169,519220,32076,48.82535341,0.0,441.0,0.53968254,970.1360543999999,0,NA;unresolved,no SSU regions found,,,,498434,D17,199.8573915,12.59385508,4.80171616,8837,31.06336753,191.4716555,0.94,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D17,0.037219999999999996,-0.23823000000000003,7.2004600000000005,,,,,Unclassified,Unclassified
2307,D18,AH-548-D18,AH-548,1 cell,1.959563187,190129_NB502014_0098_AHFCWLAFXY,412359,636598,63971,50.46999833,0.0,545.0,0.521100917,986.2201835000001,0,NA;unresolved,no SSU regions found,,,,493935,D18,57.5533756,3.3338742810000004,2.493035803,9330,31.52958552,150.08267659999999,0.86,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.9039099999999998,,,,,Unclassified,Unclassified
2308,D19,AH-548-D19,AH-548,1 cell,1.821877236,190129_NB502014_0098_AHFCWLAFXY,214361,529585,51578,53.9248657,18.97,526.0,0.513307985,883.8517109999999,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSU regions found,,,,486779,D19,103.29971450000001,6.4892547579999995,7.631842419,7742,19.41269975,45.65463376,0.54,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D19,0.037219999999999996,-0.23823000000000003,3.60659,,,,AH-548-D19,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2309,D20,AH-548-D20,AH-548,1 cell,1.499446022,190129_NB502014_0098_AHFCWLAFXY,211452,1052719,121103,46.74818256,0.0,826.0,0.50968523,1101.0677970000002,0,NA;unresolved,no SSU regions found,,,,482644,D20,378.7111619,34.39046027,9.228878443,9751,63.31602937,424.84925719999995,1.28,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-D20,0.037219999999999996,-0.23823000000000003,13.8574,,,,AH-548-D20,AAA164-E04,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04;s__
2310,D21,AH-548-D21,AH-548,1 cell,1.683325382,190129_NB502014_0098_AHFCWLAFXY,206022,475681,28264,50.65537619,12.5,386.0,0.556994819,978.0725389,0,NA;unresolved,no SSU regions found,,,,476847,D21,393.35764720000003,32.16512577,15.56900084,11122,34.56489595,528.6211452,1.39,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,14.4025,,,,,Unclassified,Unclassified
2311,D22,AH-548-D22,AH-548,1 cell,1.583068748,190129_NB502014_0098_AHFCWLAFXY,167518,328409,61136,53.06492818,3.45,295.0,0.633898305,973.4508475,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__Akkermansia_muciniphila,no SSU regions found,,,,471137,D22,179.4346244,15.74281963,8.302128539,8228,80.77697729,114.4924517,0.77,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,6.44033,,,,,Unclassified,Unclassified
2312,E02,AH-548-E02,AH-548,1 cell,1.361207989,190129_NB502014_0098_AHFCWLAFXY,230362,456848,55988,47.44553987,6.14,394.0,0.586294416,904.0558376,0,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__Planctomyces_brasiliensis,no SSU regions found,,,,607775,E02,335.3611076,30.15574882,10.693349699999999,10530,57.99181472,273.1117167,1.08,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,12.2439,,,,,Unclassified,Unclassified
2313,E03,AH-548-E03,AH-548,1 cell,2.370783615,190129_NB502014_0098_AHFCWLAFXY,577690,31770,11181,36.80830973,0.0,45.0,0.933333333,652.4666667,0,NA;unresolved,no SSU regions found,,,,622654,E03,53.92765347,1.2535582840000001,3.272137484,4353,184.93912930000002,3.821865425,0.21,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.7689599999999999,,,,,Unclassified,Unclassified
2314,E04,AH-548-E04,AH-548,1 cell,1.32734733,190129_NB502014_0098_AHFCWLAFXY,224905,1205517,88711,49.20079933,28.45,987.0,0.49544072899999997,1049.094225,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,628363,E04,391.31752389999997,32.52423057,5.113758735,9102,30.71175874,155.6462537,0.87,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E04,0.037219999999999996,-0.23823000000000003,14.3266,,,,AH-548-E04,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2315,E06,AH-548-E06,AH-548,1 cell,1.481417094,190129_NB502014_0098_AHFCWLAFXY,226795,1006562,92812,49.40917698,18.97,821.0,0.49451887899999997,1057.736906,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,639891,E06,271.0468932,23.21580201,9.520016372999999,8982,13.99181401,132.02813970000003,0.81,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E06,0.037219999999999996,-0.23823000000000003,9.85014,,,,AH-548-E06,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2316,E07,AH-548-E07,AH-548,1 cell,1.40768066,190129_NB502014_0098_AHFCWLAFXY,165364,1383135,75704,47.62868411,22.41,1134.0,0.464726631,1032.164021,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula,k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__?;f__?;g__?;s__?,,,,658355,E07,511.30401050000006,45.04914195,5.467552587,10614,26.17626718,400.7792917,1.25,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E07,0.037219999999999996,-0.23823000000000003,18.7925,,,,AH-548-E07,AAA164-E04,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__AAA164-E04;s__
2317,E08,AH-548-E08,AH-548,1 cell,1.482464271,190129_NB502014_0098_AHFCWLAFXY,137587,937621,61030,48.82399178,10.88,802.0,0.536159601,945.0062344,0,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rhodopirellula,no SSU regions found,,,,662714,E08,48.56006919,5.878778665,5.232991147,9469,106.45367150000001,212.9948686,0.98,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E08,0.037219999999999996,-0.23823000000000003,1.56918,,,,AH-548-E08,Pirellulaceae,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__
2318,E11,AH-548-E11,AH-548,1 cell,2.29176644,190129_NB502014_0098_AHFCWLAFXY,660592,40000,35387,34.775,0.0,79.0,0.924050633,458.3037975,0,NA;unresolved,no SSU regions found,,,Tetramer PCA failed,691102,E11,52.20503633,5.477550948999999,3.9674434219999997,7329,58.08153505,61.13866029,0.6,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.7048400000000001,,,,,Unclassified,Unclassified
2319,E13,AH-548-E13,AH-548,1 cell,1.664947703,190129_NB502014_0098_AHFCWLAFXY,293186,1363363,108066,49.4552808,31.94,1119.0,0.517426273,1064.568365,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,699789,E13,526.6930858,47.29385195,6.028543547000001,10448,108.72162079999998,235.4768633,1.02,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E13,0.037219999999999996,-0.23823000000000003,19.3653,,,,AH-548-E13,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2320,E14,AH-548-E14,AH-548,1 cell,1.794776964,190129_NB502014_0098_AHFCWLAFXY,234927,762457,45055,49.33183117,12.76,622.0,0.509646302,1053.9871380000002,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,705371,E14,231.2787557,16.541195499999997,6.81739039,8606,38.45031502,124.513042,0.8,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E14,0.037219999999999996,-0.23823000000000003,8.36997,,,,AH-548-E14,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2321,E15,AH-548-E15,AH-548,1 cell,1.817187071,190129_NB502014_0098_AHFCWLAFXY,212708,548455,92923,53.215851799999996,6.46,502.0,0.615537849,917.6752988,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;unresolved,no SSU regions found,,,,711131,E15,524.3297407,42.76047102,15.203577800000001,9630,86.29271258,273.1117167,1.08,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,19.2773,,,,AH-548-E15,DEV007,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__
2322,E16,AH-548-E16,AH-548,1 cell,2.315164553,190129_NB502014_0098_AHFCWLAFXY,356925,346675,25151,48.09115166,1.72,281.0,0.6120996439999999,1026.601423,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobia_subdivision_3;g__Pedosphaera;s__Pedosphaera_parvula,no SSU regions found,,,,719192,E16,62.77555013,3.992052913,1.849391293,10075,26.60276376,242.6323645,1.03,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,2.09828,,,,,Unclassified,Unclassified
2323,E17,AH-548-E17,AH-548,1 cell,2.775664695,190129_NB502014_0098_AHFCWLAFXY,750897,25511,22800,36.32942652,0.0,24.0,1.0,1027.5,0,NA;unresolved,no SSU regions found,,,,725846,E17,44.91007186,1.0250432440000001,2.259773656,7577,94.8929366,33.48901267,0.48,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.4333200000000001,,,,,Unclassified,Unclassified
2324,E18,AH-548-E18,AH-548,1 cell,2.025005058,190129_NB502014_0098_AHFCWLAFXY,374023,586959,112585,53.41190782,18.97,526.0,0.558935361,998.5874525,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae,no SSU regions found,,,,732675,E18,53.13024234,3.4838000630000003,2.438973217,9862,189.7838608,185.4075612,0.93,0,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E18,0.037219999999999996,-0.23823000000000003,1.73928,,,,AH-548-E18,UBA8752,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA8752;s__
2325,E19,AH-548-E19,AH-548,1 cell,1.638425182,190129_NB502014_0098_AHFCWLAFXY,272286,1496133,86136,49.18118911,23.1,1233.0,0.497972425,1054.751825,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,740903,E19,463.6590387,37.69058777,16.68595524,10346,12.56203672,207.7035157,0.97,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E19,0.037219999999999996,-0.23823000000000003,17.0192,,,,AH-548-E19,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2326,E20,AH-548-E20,AH-548,1 cell,1.997290211,190129_NB502014_0098_AHFCWLAFXY,346145,222483,60948,41.40001708,0.0,245.0,0.902040816,848.0244898,0,NA;unresolved,no SSU regions found,,,,745430,E20,494.34570099999996,37.47403592,15.42308978,10585,551.6176879,385.7480248,1.23,0,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,18.1613,,,,,Unclassified,Unclassified
2327,E21,AH-548-E21,AH-548,1 cell,1.601661938,190129_NB502014_0098_AHFCWLAFXY,204162,1135808,95505,54.22518595,33.83,1112.0,0.521582734,890.6906475,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,752965,E21,156.2379821,16.30118733,7.578401962,8008,44.32068309,84.86154562,0.69,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E21,0.037219999999999996,-0.23823000000000003,5.57695,,,,AH-548-E21,Akkermansiaceae,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__
2328,E23,AH-548-E23,AH-548,1 cell,1.56196693,190129_NB502014_0098_AHFCWLAFXY,197994,884869,69231,49.81471834,16.88,735.0,0.514285714,1002.0163269999999,0,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces,no SSUs were classified,,,,772203,E23,42.32996888,4.82878524,5.007788703,8942,77.15963005,115.62435320000002,0.77,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-E23,0.037219999999999996,-0.23823000000000003,1.3372899999999999,,,,AH-548-E23,Planctomycetaceae,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__
2329,F02,AH-548-F02,AH-548,1 cell,1.752622317,190129_NB502014_0098_AHFCWLAFXY,270445,745365,46389,42.49528754,20.69,593.0,0.42664418200000004,1094.1720070000001,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;unresolved,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__?;s__?,,,,921785,F02,117.88869709999999,9.297876837,4.64180628,9663,144.8196977,160.4435511,0.88,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-F02,0.037219999999999996,-0.23823000000000003,4.14959,,,,AH-548-F02,EC70,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__
2330,F05,AH-548-F05,AH-548,1 cell,1.545968289,190129_NB502014_0098_AHFCWLAFXY,278348,886061,47874,49.089058200000004,14.89,676.0,0.471893491,1122.264793,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritalecea;g__Roseibacillus;s__?,,,,901596,F05,291.2281815,27.95188706,10.0493097,9058,60.96705469,158.7166757,0.87,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-F05,0.037219999999999996,-0.23823000000000003,10.6013,,,,AH-548-F05,SW10,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__
2331,F07,AH-548-F07,AH-548,1 cell,2.318549961,190129_NB502014_0098_AHFCWLAFXY,488202,27307,11748,32.81576153,0.0,41.0,0.951219512,577.7073171,0,NA;unresolved,no SSU regions found,,,,884144,F07,53.55003581,4.562256383,1.029374113,3766,100.07029399999999,4.567388654,0.22,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,,0.037219999999999996,-0.23823000000000003,1.7549,,,,,Unclassified,Unclassified
2332,F08,AH-548-F08,AH-548,1 cell,1.536073785,190129_NB502014_0098_AHFCWLAFXY,193914,582239,58019,48.71865334,8.62,455.0,0.520879121,1127.863736,0,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Rubritalea;s__Rubritalea_marina,no SSU regions found,,,,875110,F08,507.43836699999997,39.23086913,20.34851473,9836,94.56011851,208.9918712,0.97,,,EBB Bigelow dock,181030,181030,Laminarin-positives,1meter,AH-548-F08,0.037219999999999996,-0.23823000000000003,18.6486,,,,,Unclassified,Unclassified
